source_experiment,dataset,model_family,explainer,prompt_condition,judge_model,n_judgments,n_cases,clarity_mean,clarity_std,completeness_mean,completeness_std,concision_mean,concision_std,semantic_plausibility_mean,semantic_plausibility_std,audit_usefulness_mean,audit_usefulness_std,actionability_mean,actionability_std,overall_quality_mean,overall_quality_std
exp2_scaled,adult,mlp,anchors,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,27,9,1.8148148148148149,1.075497632119735,1.4444444444444444,0.6405126152203485,2.2962962962962963,1.5643827687920393,1.7777777777777777,1.0127393670836664,1.5185185185185186,0.7000203497245563,1.4444444444444444,0.6405126152203485,1.4444444444444444,0.6405126152203485
exp2_scaled,adult,mlp,anchors,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,27,9,1.2222222222222223,0.5063696835418333,1.0740740740740742,0.2668802563418119,1.7037037037037037,0.8234456132997965,1.4074074074074074,0.6360490582953524,1.0740740740740742,0.2668802563418119,1.0740740740740742,0.2668802563418119,1.0740740740740742,0.2668802563418119
exp2_scaled,adult,mlp,dice,hidden_label_primary,openai/gpt-4.1-2025-04-14,48,16,2.0833333333333335,1.2174849089603121,1.25,0.4837794468468967,2.6041666666666665,1.5674831884582656,1.9166666666666667,1.007067225741718,1.25,0.4837794468468967,1.1875,0.4451272827768934,1.2708333333333333,0.4942039949782704
exp2_scaled,adult,mlp,dice,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,48,16,1.9375,1.1374897708214367,1.1875,0.39444277960558327,2.4791666666666665,1.4873878764584108,1.4375,0.5800311803797844,1.2916666666666667,0.4593396431851038,1.1666666666666667,0.3766217885773547,1.2708333333333333,0.4490928602896294
exp2_scaled,adult,mlp,dice,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,48,16,1.3333333333333333,0.5954913341754137,1.0625,0.24462302739504083,1.5625,1.0700218729122495,1.1041666666666667,0.3087092781885836,1.0833333333333333,0.2793101938654641,1.0416666666666667,0.20194093652345885,1.0833333333333333,0.2793101938654641
exp2_scaled,adult,mlp,lime,hidden_label_primary,openai/gpt-4.1-2025-04-14,48,16,2.8958333333333335,1.1712801386178147,2.0208333333333335,0.7576442586696182,3.7708333333333335,1.5051625109592528,3.2083333333333335,1.3039764606499145,2.1041666666666665,0.8312918255888122,2.0,0.7718449849879597,2.1041666666666665,0.8052905735207748
exp2_scaled,adult,mlp,lime,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,48,16,2.0833333333333335,1.0279774261395442,1.5208333333333333,0.5453705877787914,2.9791666666666665,1.4065134701964186,2.25,0.9565007145952775,1.5208333333333333,0.5453705877787914,1.5208333333333333,0.5453705877787914,1.5208333333333333,0.5453705877787914
exp2_scaled,adult,mlp,lime,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,48,16,1.7083333333333333,0.8741764107793808,1.2708333333333333,0.49420399497827033,2.2291666666666665,1.4621404207288293,1.7916666666666667,1.1100763503228501,1.3958333333333333,0.736281148120753,1.2708333333333333,0.5738849811863049,1.375,0.7033355181304509
exp2_scaled,adult,mlp,shap,hidden_label_primary,openai/gpt-4.1-2025-04-14,9,3,3.4444444444444446,0.7264831572567788,2.5555555555555554,0.5270462766947298,4.555555555555555,0.5270462766947298,4.222222222222222,0.4409585518440984,2.6666666666666665,0.5,2.5555555555555554,0.5270462766947298,2.6666666666666665,0.5
exp2_scaled,adult,mlp,shap,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,9,3,3.0,0.0,2.0,0.0,4.0,0.0,3.2222222222222223,0.4409585518440984,2.7777777777777777,0.4409585518440984,2.0,0.0,2.111111111111111,0.33333333333333337
exp2_scaled,adult,mlp,shap,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,9,3,1.6666666666666667,1.0,1.3333333333333333,0.5,2.7777777777777777,1.7159383568311668,2.4444444444444446,1.509230856356236,1.6666666666666667,1.0,1.6666666666666667,1.0,1.6666666666666667,1.0
exp3_cross_dataset,breast_cancer,rf,anchors,hidden_label_primary,openai/gpt-4.1-2025-04-14,30,10,1.1666666666666667,0.3790490217894517,1.0333333333333334,0.1825741858350553,1.5,1.0747894741730137,1.2333333333333334,0.43018306715207627,1.0,0.0,1.0,0.0,1.0333333333333334,0.1825741858350553
exp3_cross_dataset,breast_cancer,rf,anchors,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,30,10,1.4666666666666666,0.8193072487266861,1.2666666666666666,0.4497764451088036,1.8333333333333333,1.4162440207947151,1.4666666666666666,0.8193072487266861,1.3,0.534983080621924,1.2666666666666666,0.4497764451088036,1.2666666666666666,0.4497764451088036
exp3_cross_dataset,breast_cancer,rf,anchors,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,30,10,1.1,0.40257789993644877,1.0333333333333334,0.1825741858350553,1.1666666666666667,0.6477192523656045,1.1,0.40257789993644877,1.0333333333333334,0.1825741858350553,1.0333333333333334,0.1825741858350553,1.0333333333333334,0.1825741858350553
exp3_cross_dataset,breast_cancer,rf,shap,hidden_label_primary,openai/gpt-4.1-2025-04-14,27,9,3.4444444444444446,0.9740215340114143,2.259259259259259,0.6558958989042621,4.518518518518518,0.7000203497245563,4.222222222222222,0.8473185457363234,2.5185185185185186,0.9352239703107884,2.111111111111111,0.6405126152203485,2.5185185185185186,0.8489980687832692
exp3_cross_dataset,breast_cancer,rf,shap,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,27,9,3.074074074074074,0.997146927138621,2.3333333333333335,0.6793662204867574,4.296296296296297,0.8234456132997965,3.4074074074074074,0.693888666488711,2.4074074074074074,0.693888666488711,2.074074074074074,0.5495400822454191,2.3333333333333335,0.6793662204867574
exp3_cross_dataset,breast_cancer,rf,shap,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,27,9,2.037037037037037,1.1259690350121836,1.6296296296296295,0.7415238026237254,3.3333333333333335,1.593255013631383,2.5925925925925926,1.4743775546952598,1.8518518518518519,0.9488334418036184,1.2592592592592593,0.44657608470472243,1.8518518518518519,0.9488334418036184
exp3_cross_dataset,breast_cancer,xgb,anchors,hidden_label_primary,openai/gpt-4.1-2025-04-14,36,12,1.4722222222222223,0.7740842003337552,1.2222222222222223,0.4216370213557839,1.8888888888888888,1.259881576697424,1.6666666666666667,0.9258200997725514,1.2222222222222223,0.4216370213557839,1.1666666666666667,0.3779644730092272,1.2222222222222223,0.4216370213557839
exp3_cross_dataset,breast_cancer,xgb,anchors,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,36,12,1.4444444444444444,0.7725447539304094,1.1388888888888888,0.3507361872061009,2.0277777777777777,1.319872528717638,1.6388888888888888,0.8669413484125102,1.25,0.5542047068934521,1.1388888888888888,0.3507361872061009,1.25,0.5542047068934521
exp3_cross_dataset,breast_cancer,xgb,anchors,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,36,12,1.0555555555555556,0.2323106841457232,1.0,0.0,1.1666666666666667,0.609449400220044,1.0555555555555556,0.2323106841457232,1.0,0.0,1.0,0.0,1.0,0.0
exp3_cross_dataset,breast_cancer,xgb,shap,hidden_label_primary,openai/gpt-4.1-2025-04-14,36,12,3.4722222222222223,0.6963624307217003,2.5555555555555554,0.5577733510227171,4.555555555555555,0.5577733510227171,4.388888888888889,0.8027729719194864,2.7222222222222223,0.45425676257949793,2.1944444444444446,0.46717659215115676,2.6666666666666665,0.5345224838248487
exp3_cross_dataset,breast_cancer,xgb,shap,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,36,12,2.8333333333333335,1.0281745265969475,2.111111111111111,0.7082282835267888,4.138888888888889,0.8992942559196956,3.2222222222222223,0.8979694907674795,2.4722222222222223,0.8446845940894527,1.9166666666666667,0.5542047068934521,2.3333333333333335,0.828078671210825
exp3_cross_dataset,breast_cancer,xgb,shap,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,36,12,2.0277777777777777,0.8446845940894527,1.3888888888888888,0.598940864134481,3.25,1.3809934312453689,2.4722222222222223,1.1828805304029435,1.8055555555555556,0.8886408384057868,1.25,0.5542047068934521,1.7777777777777777,0.8979694907674793
exp3_cross_dataset,german_credit,rf,anchors,hidden_label_primary,openai/gpt-4.1-2025-04-14,39,13,2.4871794871794872,1.048100910966187,1.8205128205128205,0.7208107595944295,3.282051282051282,1.4680584734646882,2.923076923076923,1.2436071342885748,2.1538461538461537,0.9043305618976869,1.7179487179487178,0.604749532700063,1.9487179487179487,0.8255370803211417
exp3_cross_dataset,german_credit,rf,anchors,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,39,13,2.128205128205128,0.8328608647145149,1.6923076923076923,0.5208215248323987,2.8461538461538463,1.2039072690828838,2.3846153846153846,0.8465218191419526,1.8717948717948718,0.7319579790745533,1.6923076923076923,0.5691103932244722,1.6923076923076923,0.5691103932244722
exp3_cross_dataset,german_credit,rf,anchors,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,39,13,1.4102564102564104,0.6373443553217198,1.1538461538461537,0.36551776819519566,1.7435897435897436,1.140589614789527,1.5128205128205128,0.7904627183124043,1.205128205128205,0.4090738692453054,1.1282051282051282,0.3386884284293705,1.1794871794871795,0.3887764119844716
exp3_cross_dataset,german_credit,rf,shap,hidden_label_primary,openai/gpt-4.1-2025-04-14,24,8,3.7916666666666665,0.4148511169990534,2.5416666666666665,0.5089773777040515,4.791666666666667,0.41485111699905347,4.666666666666667,0.48154341234307685,3.0416666666666665,0.20412414523193148,2.4166666666666665,0.5036101551853349,3.0,0.29488391230979427
exp3_cross_dataset,german_credit,rf,shap,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,24,8,3.2916666666666665,0.6902530516863499,2.375,0.49453535504684026,4.5,0.5107539184552492,3.8333333333333335,0.3806934938134405,2.8333333333333335,0.3806934938134405,2.0833333333333335,0.28232985128663995,2.7083333333333335,0.4643056214875365
exp3_cross_dataset,german_credit,rf,shap,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,24,8,1.75,0.8968544062928813,1.375,0.5757792451369143,2.7916666666666665,1.5597983890531346,2.25,1.1515584902738285,1.625,0.8753881126826472,1.375,0.5757792451369143,1.625,0.8753881126826472
exp3_cross_dataset,german_credit,xgb,anchors,hidden_label_primary,openai/gpt-4.1-2025-04-14,48,16,2.3958333333333335,0.8929888454030007,1.7291666666666667,0.4942039949782704,3.375,1.248403235456346,2.8541666666666665,1.1296691915200234,1.9791666666666667,0.7576442586696183,1.7083333333333333,0.4593396431851038,1.75,0.5259237061407777
exp3_cross_dataset,german_credit,xgb,anchors,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,48,16,2.1041666666666665,1.0363516887114315,1.5625,0.5421097478586824,2.9583333333333335,1.4433756729740645,2.1666666666666665,0.9301871999497491,1.7291666666666667,0.736281148120753,1.5208333333333333,0.5048523413086471,1.6041666666666667,0.573884981186305
exp3_cross_dataset,german_credit,xgb,anchors,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,48,16,1.5,0.618852747755276,1.0625,0.24462302739504083,2.0625,1.1922845940426678,1.5625,0.6492630847287479,1.2083333333333333,0.4593396431851038,1.0625,0.24462302739504083,1.1666666666666667,0.4294149078927831
exp3_cross_dataset,german_credit,xgb,shap,hidden_label_primary,openai/gpt-4.1-2025-04-14,48,16,3.5833333333333335,0.6468691647559471,2.3125,0.511828179281273,4.5625,0.711792762094567,4.1875,0.6410181396178652,2.6666666666666665,0.5586203877309281,2.2083333333333335,0.4593396431851038,2.6041666666666665,0.5738849811863049
exp3_cross_dataset,german_credit,xgb,shap,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,48,16,3.1458333333333335,0.8502711290569623,2.4583333333333335,0.6174185563771674,4.416666666666667,0.6130958528832952,3.6458333333333335,0.7576442586696183,2.7708333333333335,0.7216878364870322,2.2291666666666665,0.5550381751614251,2.75,0.6995439243733446
exp3_cross_dataset,german_credit,xgb,shap,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,48,16,2.1875,1.1233735287545203,1.6666666666666667,0.7244464749279004,3.2708333333333335,1.7226844876446852,2.5625,1.3823546054899043,2.0208333333333335,1.020837856409143,1.5416666666666667,0.6174185563771672,2.0208333333333335,1.020837856409143
