source_experiment,dataset,model_family,explainer,prompt_condition,judge_model,n_judgments,n_cases,clarity_mean,clarity_std,completeness_mean,completeness_std,concision_mean,concision_std,semantic_plausibility_mean,semantic_plausibility_std,audit_usefulness_mean,audit_usefulness_std,actionability_mean,actionability_std,overall_quality_mean,overall_quality_std
exp2_scaled,adult,logreg,dice,hidden_label_primary,openai/gpt-4.1-mini,48,16,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
exp2_scaled,adult,logreg,dice,label_visible_bias_probe,gpt-4.1-2025-04-14,45,15,1.488888888888889,0.8426749136535452,1.1111111111111112,0.31782086308186414,1.9111111111111112,1.3283999641096291,1.3777777777777778,0.649786289653931,1.1777777777777778,0.3866457674602808,1.1111111111111112,0.31782086308186414,1.1555555555555554,0.3665288997383894
exp2_scaled,adult,logreg,dice,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,48,16,1.6041666666666667,0.8183944669571631,1.2083333333333333,0.4104140790860576,2.1666666666666665,1.3735082171923965,1.5416666666666667,0.713347915274833,1.25,0.4375949744936837,1.1458333333333333,0.3566739576374165,1.2291666666666667,0.42474439539379416
exp2_scaled,adult,logreg,dice,label_visible_bias_probe,openai/gpt-4.1-mini,48,16,1.0416666666666667,0.20194093652345885,1.0208333333333333,0.14433756729740643,1.125,0.6058228095703765,1.125,0.3927535094037177,1.0208333333333333,0.14433756729740643,1.0,0.0,1.0208333333333333,0.14433756729740643
exp2_scaled,adult,logreg,dice,rubric_alt_sensitivity,gpt-4.1-2025-04-14,45,15,1.0666666666666667,0.2522624895547565,1.0,0.0,1.1555555555555554,0.4240259187808922,1.0888888888888888,0.28779903201415186,1.0222222222222221,0.14907119849998599,1.0,0.0,1.0,0.0
exp2_scaled,adult,logreg,dice,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,48,16,1.3958333333333333,0.6437781874294353,1.0,0.0,1.6458333333333333,1.0414716129436155,1.2291666666666667,0.5152806850612228,1.1458333333333333,0.3566739576374165,1.0,0.0,1.125,0.3342186823915959
exp2_scaled,adult,logreg,dice,rubric_alt_sensitivity,openai/gpt-4.1-mini,48,16,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
exp2_scaled,adult,logreg,lime,hidden_label_primary,gpt-4.1-2025-04-14,39,13,2.230769230769231,1.245233828423157,1.5384615384615385,0.6426161105878412,2.8974358974358974,1.7289313979095475,2.7435897435897436,1.6012815380508711,1.641025641025641,0.7775528239689432,1.564102564102564,0.6803587209728253,1.6153846153846154,0.7474653526694701
exp2_scaled,adult,logreg,lime,hidden_label_primary,openai/gpt-4.1-2025-04-14,48,16,3.0625,1.2446694853090818,2.1041666666666665,0.7505907838647468,3.8125,1.5663516357473857,3.5,1.4291792020209928,2.3541666666666665,0.8626920589946812,2.125,0.7888855592111665,2.2916666666666665,0.8494887907875882
exp2_scaled,adult,logreg,lime,hidden_label_primary,openai/gpt-4.1-mini,48,16,1.0,0.0,1.0,0.0,1.1666666666666667,0.558620387730928,1.3125,0.8030858039528768,1.0,0.0,1.0,0.0,1.0,0.0
exp2_scaled,adult,logreg,lime,label_visible_bias_probe,gpt-4.1-2025-04-14,39,13,2.8974358974358974,1.209499065400126,1.9230769230769231,0.7392960871352164,3.717948717948718,1.571936752924774,2.8974358974358974,1.209499065400126,2.051282051282051,0.7591102114254676,1.8974358974358974,0.7179969137476476,2.051282051282051,0.7591102114254676
exp2_scaled,adult,logreg,lime,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,48,16,2.375,1.2138386446802347,1.75,0.7579367289598671,3.125,1.5659270926752842,2.5625,1.2531874254892026,1.8333333333333333,0.8336878678455792,1.75,0.7855070188074355,1.8333333333333333,0.8588298157855662
exp2_scaled,adult,logreg,lime,label_visible_bias_probe,openai/gpt-4.1-mini,48,16,1.2291666666666667,0.42474439539379416,1.3333333333333333,0.6944562646748169,2.0833333333333335,1.2854891168359015,1.875,1.1782605282111531,1.1458333333333333,0.3566739576374165,1.125,0.3342186823915959,1.2291666666666667,0.42474439539379416
exp2_scaled,adult,logreg,lime,rubric_alt_sensitivity,gpt-4.1-2025-04-14,39,13,1.6923076923076923,1.055158909305437,1.4102564102564104,0.7151719969036787,2.1025641025641026,1.5525000516123695,1.7692307692307692,1.202224658520468,1.435897435897436,0.8206182455888075,1.4102564102564104,0.7151719969036787,1.435897435897436,0.8206182455888075
exp2_scaled,adult,logreg,lime,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,48,16,1.8333333333333333,1.1361250555480114,1.4375,0.711792762094567,2.2708333333333335,1.607688751147863,1.9791666666666667,1.344643958781106,1.5416666666666667,0.8981857205792587,1.4791666666666667,0.7434703941317062,1.5416666666666667,0.8981857205792587
exp2_scaled,adult,logreg,lime,rubric_alt_sensitivity,openai/gpt-4.1-mini,47,16,1.3191489361702127,0.8104315269931791,1.1914893617021276,0.4951195671289225,1.553191489361702,1.0995752270426948,1.5106382978723405,1.0399067772920367,1.148936170212766,0.35987457985872257,1.148936170212766,0.35987457985872257,1.148936170212766,0.35987457985872257
exp2_scaled,adult,logreg,shap,hidden_label_primary,gpt-4.1-2025-04-14,9,3,3.888888888888889,0.33333333333333337,2.5555555555555554,0.5270462766947298,4.888888888888889,0.33333333333333337,4.888888888888889,0.33333333333333337,3.0,0.5,2.2222222222222223,0.4409585518440984,3.0,0.5
exp2_scaled,adult,logreg,shap,hidden_label_primary,openai/gpt-4.1-2025-04-14,12,4,4.0,0.0,2.8333333333333335,0.38924947208076144,5.0,0.0,4.916666666666667,0.2886751345948129,3.25,0.621581560508061,2.8333333333333335,0.38924947208076144,3.1666666666666665,0.5773502691896257
exp2_scaled,adult,logreg,shap,hidden_label_primary,openai/gpt-4.1-mini,12,4,1.0,0.0,1.0,0.0,1.0,0.0,1.1666666666666667,0.5773502691896257,1.0,0.0,1.0,0.0,1.0,0.0
exp2_scaled,adult,logreg,shap,label_visible_bias_probe,gpt-4.1-2025-04-14,9,3,3.6666666666666665,0.5,2.0,0.0,4.555555555555555,0.5270462766947298,3.888888888888889,0.33333333333333337,2.6666666666666665,0.5,2.0,0.0,2.5555555555555554,0.5270462766947298
exp2_scaled,adult,logreg,shap,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,12,4,3.75,0.45226701686664544,2.75,0.45226701686664544,4.75,0.45226701686664544,4.0,0.4264014327112209,3.0,0.6030226891555273,2.3333333333333335,0.4923659639173309,2.8333333333333335,0.5773502691896257
exp2_scaled,adult,logreg,shap,label_visible_bias_probe,openai/gpt-4.1-mini,12,4,1.3333333333333333,0.49236596391733095,2.1666666666666665,1.337115846843043,2.5,1.5666989036012806,2.5,1.381698559415515,1.3333333333333333,0.49236596391733095,1.25,0.45226701686664544,1.3333333333333333,0.49236596391733095
exp2_scaled,adult,logreg,shap,rubric_alt_sensitivity,gpt-4.1-2025-04-14,9,3,2.2222222222222223,0.8333333333333334,1.6666666666666667,0.5,3.3333333333333335,1.0,2.6666666666666665,0.5,1.6666666666666667,0.5,1.3333333333333333,0.5,1.6666666666666667,0.5
exp2_scaled,adult,logreg,shap,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,12,4,2.5833333333333335,1.3113721705515065,1.8333333333333333,1.0298573010888745,3.5,1.7320508075688772,3.25,1.864744681524183,2.1666666666666665,1.2673044646258476,1.5833333333333333,0.6685579234215214,2.1666666666666665,1.2673044646258476
exp2_scaled,adult,logreg,shap,rubric_alt_sensitivity,openai/gpt-4.1-mini,12,4,2.75,0.9653072991634227,2.5833333333333335,0.7929614610987591,3.5,1.1677484162422844,3.4166666666666665,1.164500152881315,1.8333333333333333,0.38924947208076155,1.8333333333333333,0.38924947208076155,1.8333333333333333,0.38924947208076155
exp2_scaled,adult,mlp,anchors,hidden_label_primary,gpt-4.1-2025-04-14,15,5,1.2,0.41403933560541256,1.0,0.0,1.5333333333333334,1.0600988273786194,1.2666666666666666,0.4577377082170635,1.0,0.0,1.0,0.0,1.0,0.0
exp2_scaled,adult,mlp,anchors,hidden_label_primary,openai/gpt-4.1-2025-04-14,27,9,1.962962962962963,1.0912759462588695,1.4074074074074074,0.5007117441325405,2.4814814814814814,1.5779824111911038,2.111111111111111,1.310705427603288,1.4814814814814814,0.642732769590452,1.4074074074074074,0.5007117441325405,1.4444444444444444,0.5773502691896258
exp2_scaled,adult,mlp,anchors,hidden_label_primary,openai/gpt-4.1-mini,27,9,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
exp2_scaled,adult,mlp,anchors,label_visible_bias_probe,gpt-4.1-2025-04-14,15,5,1.1333333333333333,0.5163977794943223,1.0666666666666667,0.25819888974716115,1.2666666666666666,0.7988086367179803,1.2,0.5606119105813882,1.0666666666666667,0.25819888974716115,1.0666666666666667,0.25819888974716115,1.0666666666666667,0.25819888974716115
exp2_scaled,adult,mlp,anchors,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,27,9,1.8148148148148149,1.075497632119735,1.4444444444444444,0.6405126152203485,2.2962962962962963,1.5643827687920393,1.7777777777777777,1.0127393670836664,1.5185185185185186,0.7000203497245563,1.4444444444444444,0.6405126152203485,1.4444444444444444,0.6405126152203485
exp2_scaled,adult,mlp,anchors,label_visible_bias_probe,openai/gpt-4.1-mini,27,9,1.2592592592592593,0.5256931389634797,1.1851851851851851,0.3958473906635696,1.6666666666666667,1.2089410496539776,1.4814814814814814,0.8931521694094449,1.1851851851851851,0.3958473906635696,1.0740740740740742,0.2668802563418119,1.1851851851851851,0.3958473906635696
exp2_scaled,adult,mlp,anchors,rubric_alt_sensitivity,gpt-4.1-2025-04-14,15,5,1.1333333333333333,0.35186577527449836,1.0,0.0,1.2666666666666666,0.7037315505489967,1.1333333333333333,0.35186577527449836,1.0,0.0,1.0,0.0,1.0,0.0
exp2_scaled,adult,mlp,anchors,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,27,9,1.2222222222222223,0.5063696835418333,1.0740740740740742,0.2668802563418119,1.7037037037037037,0.8234456132997965,1.4074074074074074,0.6360490582953524,1.0740740740740742,0.2668802563418119,1.0740740740740742,0.2668802563418119,1.0740740740740742,0.2668802563418119
exp2_scaled,adult,mlp,anchors,rubric_alt_sensitivity,openai/gpt-4.1-mini,27,9,1.037037037037037,0.19245008972987523,1.037037037037037,0.19245008972987523,1.1111111111111112,0.5773502691896256,1.1111111111111112,0.5773502691896256,1.037037037037037,0.19245008972987523,1.037037037037037,0.19245008972987523,1.037037037037037,0.19245008972987523
exp2_scaled,adult,mlp,dice,hidden_label_primary,gpt-4.1-2025-04-14,36,12,1.6666666666666667,1.1464230084422216,1.0,0.0,1.9444444444444444,1.3927248614434005,1.1666666666666667,0.3779644730092272,1.0,0.0,1.0,0.0,1.0,0.0
exp2_scaled,adult,mlp,dice,hidden_label_primary,openai/gpt-4.1-2025-04-14,48,16,2.0833333333333335,1.2174849089603121,1.25,0.4837794468468967,2.6041666666666665,1.5674831884582656,1.9166666666666667,1.007067225741718,1.25,0.4837794468468967,1.1875,0.4451272827768934,1.2708333333333333,0.4942039949782704
exp2_scaled,adult,mlp,dice,hidden_label_primary,openai/gpt-4.1-mini,48,16,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
exp2_scaled,adult,mlp,dice,label_visible_bias_probe,gpt-4.1-2025-04-14,36,12,1.9444444444444444,1.2860669710276575,1.0,0.0,2.1666666666666665,1.3835771443203717,1.2222222222222223,0.4216370213557839,1.0277777777777777,0.16666666666666666,1.0,0.0,1.0833333333333333,0.2803059552906941
exp2_scaled,adult,mlp,dice,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,48,16,1.9375,1.1374897708214367,1.1875,0.39444277960558327,2.4791666666666665,1.4873878764584108,1.4375,0.5800311803797844,1.2916666666666667,0.4593396431851038,1.1666666666666667,0.3766217885773547,1.2708333333333333,0.4490928602896294
exp2_scaled,adult,mlp,dice,label_visible_bias_probe,openai/gpt-4.1-mini,48,16,1.0208333333333333,0.14433756729740643,1.0208333333333333,0.14433756729740643,1.1458333333333333,0.5830799855110327,1.125,0.3927535094037177,1.0208333333333333,0.14433756729740643,1.0,0.0,1.0208333333333333,0.14433756729740643
exp2_scaled,adult,mlp,dice,rubric_alt_sensitivity,gpt-4.1-2025-04-14,36,12,1.0277777777777777,0.16666666666666666,1.0,0.0,1.0555555555555556,0.2323106841457232,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
exp2_scaled,adult,mlp,dice,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,48,16,1.3333333333333333,0.5954913341754137,1.0625,0.24462302739504083,1.5625,1.0700218729122495,1.1041666666666667,0.3087092781885836,1.0833333333333333,0.2793101938654641,1.0416666666666667,0.20194093652345885,1.0833333333333333,0.2793101938654641
exp2_scaled,adult,mlp,dice,rubric_alt_sensitivity,openai/gpt-4.1-mini,48,16,1.0,0.0,1.0,0.0,1.0416666666666667,0.2886751345948129,1.0208333333333333,0.14433756729740646,1.0,0.0,1.0,0.0,1.0,0.0
exp2_scaled,adult,mlp,lime,hidden_label_primary,gpt-4.1-2025-04-14,36,12,2.388888888888889,1.0495652917219118,1.5277777777777777,0.6087979308727327,3.5,1.424279266355945,2.8333333333333335,1.2983506020002016,1.5555555555555556,0.6522245206957689,1.5,0.609449400220044,1.5555555555555556,0.6522245206957689
exp2_scaled,adult,mlp,lime,hidden_label_primary,openai/gpt-4.1-2025-04-14,48,16,2.8958333333333335,1.1712801386178147,2.0208333333333335,0.7576442586696182,3.7708333333333335,1.5051625109592528,3.2083333333333335,1.3039764606499145,2.1041666666666665,0.8312918255888122,2.0,0.7718449849879597,2.1041666666666665,0.8052905735207748
exp2_scaled,adult,mlp,lime,hidden_label_primary,openai/gpt-4.1-mini,48,16,1.0,0.0,1.0,0.0,1.0416666666666667,0.2886751345948129,1.0625,0.3199900264403199,1.0,0.0,1.0,0.0,1.0,0.0
exp2_scaled,adult,mlp,lime,label_visible_bias_probe,gpt-4.1-2025-04-14,36,12,2.3333333333333335,0.9258200997725514,1.5833333333333333,0.5,3.388888888888889,1.201850425154663,2.388888888888889,0.7663560447348133,1.6111111111111112,0.549169647365276,1.5555555555555556,0.5039526306789697,1.6111111111111112,0.549169647365276
exp2_scaled,adult,mlp,lime,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,48,16,2.0833333333333335,1.0279774261395442,1.5208333333333333,0.5453705877787914,2.9791666666666665,1.4065134701964186,2.25,0.9565007145952775,1.5208333333333333,0.5453705877787914,1.5208333333333333,0.5453705877787914,1.5208333333333333,0.5453705877787914
exp2_scaled,adult,mlp,lime,label_visible_bias_probe,openai/gpt-4.1-mini,48,16,1.3125,0.6890094647776557,1.3541666666666667,0.7852248176060134,1.7708333333333333,1.2418171882680697,1.6666666666666667,1.1547005383792515,1.2708333333333333,0.6098337175989593,1.0833333333333333,0.2793101938654641,1.2916666666666667,0.6174185563771672
exp2_scaled,adult,mlp,lime,rubric_alt_sensitivity,gpt-4.1-2025-04-14,36,12,1.3888888888888888,0.6448821720849599,1.1388888888888888,0.3507361872061009,1.7777777777777777,1.197881728268962,1.3611111111111112,0.6825489109748955,1.1944444444444444,0.4013864859597432,1.1111111111111112,0.3187276291558383,1.1666666666666667,0.3779644730092272
exp2_scaled,adult,mlp,lime,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,48,16,1.7083333333333333,0.8741764107793808,1.2708333333333333,0.49420399497827033,2.2291666666666665,1.4621404207288293,1.7916666666666667,1.1100763503228501,1.3958333333333333,0.736281148120753,1.2708333333333333,0.5738849811863049,1.375,0.7033355181304509
exp2_scaled,adult,mlp,lime,rubric_alt_sensitivity,openai/gpt-4.1-mini,48,16,1.1875,0.5707870639217619,1.125,0.3927535094037177,1.5208333333333333,1.051636684559861,1.4166666666666667,0.9186792863702073,1.0833333333333333,0.279310193865464,1.0833333333333333,0.279310193865464,1.0833333333333333,0.279310193865464
exp2_scaled,adult,mlp,shap,hidden_label_primary,gpt-4.1-2025-04-14,9,3,3.7777777777777777,0.4409585518440984,2.5555555555555554,0.5270462766947298,4.777777777777778,0.4409585518440984,4.666666666666667,0.5,3.0,0.0,2.3333333333333335,0.5,2.888888888888889,0.33333333333333337
exp2_scaled,adult,mlp,shap,hidden_label_primary,openai/gpt-4.1-2025-04-14,9,3,3.4444444444444446,0.7264831572567788,2.5555555555555554,0.5270462766947298,4.555555555555555,0.5270462766947298,4.222222222222222,0.4409585518440984,2.6666666666666665,0.5,2.5555555555555554,0.5270462766947298,2.6666666666666665,0.5
exp2_scaled,adult,mlp,shap,hidden_label_primary,openai/gpt-4.1-mini,9,3,1.0,0.0,1.0,0.0,1.0,0.0,1.3333333333333333,1.0,1.0,0.0,1.0,0.0,1.0,0.0
exp2_scaled,adult,mlp,shap,label_visible_bias_probe,gpt-4.1-2025-04-14,9,3,3.4444444444444446,0.5270462766947298,2.2222222222222223,0.4409585518440984,4.444444444444445,0.5270462766947298,3.6666666666666665,0.5,2.6666666666666665,0.5,2.0,0.0,2.4444444444444446,0.5270462766947298
exp2_scaled,adult,mlp,shap,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,9,3,3.0,0.0,2.0,0.0,4.0,0.0,3.2222222222222223,0.4409585518440984,2.7777777777777777,0.4409585518440984,2.0,0.0,2.111111111111111,0.33333333333333337
exp2_scaled,adult,mlp,shap,label_visible_bias_probe,openai/gpt-4.1-mini,9,3,1.1111111111111112,0.33333333333333337,1.1111111111111112,0.33333333333333337,2.2222222222222223,1.2018504251546631,1.6666666666666667,0.7071067811865476,1.0,0.0,1.0,0.0,1.1111111111111112,0.33333333333333337
exp2_scaled,adult,mlp,shap,rubric_alt_sensitivity,gpt-4.1-2025-04-14,9,3,2.111111111111111,0.927960727138337,1.7777777777777777,0.97182531580755,3.4444444444444446,1.3333333333333333,3.0,1.5811388300841898,2.0,1.3228756555322954,1.6666666666666667,1.0,2.0,1.3228756555322954
exp2_scaled,adult,mlp,shap,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,9,3,1.6666666666666667,1.0,1.3333333333333333,0.5,2.7777777777777777,1.7159383568311668,2.4444444444444446,1.509230856356236,1.6666666666666667,1.0,1.6666666666666667,1.0,1.6666666666666667,1.0
exp2_scaled,adult,mlp,shap,rubric_alt_sensitivity,openai/gpt-4.1-mini,9,3,2.2222222222222223,0.97182531580755,2.0,0.8660254037844386,3.2222222222222223,1.3017082793177759,2.5555555555555554,1.0137937550497031,1.4444444444444444,0.5270462766947299,1.4444444444444444,0.5270462766947299,1.4444444444444444,0.5270462766947299
exp3_cross_dataset,breast_cancer,rf,anchors,hidden_label_primary,gpt-4.1-2025-04-14,12,4,1.0,0.0,1.0,0.0,1.0833333333333333,0.28867513459481287,1.0833333333333333,0.28867513459481287,1.0,0.0,1.0,0.0,1.0,0.0
exp3_cross_dataset,breast_cancer,rf,anchors,hidden_label_primary,openai/gpt-4.1-2025-04-14,30,10,1.1666666666666667,0.3790490217894517,1.0333333333333334,0.1825741858350553,1.5,1.0747894741730137,1.2333333333333334,0.43018306715207627,1.0,0.0,1.0,0.0,1.0333333333333334,0.1825741858350553
exp3_cross_dataset,breast_cancer,rf,anchors,hidden_label_primary,openai/gpt-4.1-mini,30,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
exp3_cross_dataset,breast_cancer,rf,anchors,label_visible_bias_probe,gpt-4.1-2025-04-14,12,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
exp3_cross_dataset,breast_cancer,rf,anchors,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,30,10,1.4666666666666666,0.8193072487266861,1.2666666666666666,0.4497764451088036,1.8333333333333333,1.4162440207947151,1.4666666666666666,0.8193072487266861,1.3,0.534983080621924,1.2666666666666666,0.4497764451088036,1.2666666666666666,0.4497764451088036
exp3_cross_dataset,breast_cancer,rf,anchors,label_visible_bias_probe,openai/gpt-4.1-mini,30,10,1.0333333333333334,0.1825741858350553,1.0333333333333334,0.1825741858350553,1.1666666666666667,0.6477192523656045,1.1333333333333333,0.43417248545530474,1.0333333333333334,0.1825741858350553,1.0,0.0,1.0333333333333334,0.1825741858350553
exp3_cross_dataset,breast_cancer,rf,anchors,rubric_alt_sensitivity,gpt-4.1-2025-04-14,12,4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
exp3_cross_dataset,breast_cancer,rf,anchors,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,30,10,1.1,0.40257789993644877,1.0333333333333334,0.1825741858350553,1.1666666666666667,0.6477192523656045,1.1,0.40257789993644877,1.0333333333333334,0.1825741858350553,1.0333333333333334,0.1825741858350553,1.0333333333333334,0.1825741858350553
exp3_cross_dataset,breast_cancer,rf,anchors,rubric_alt_sensitivity,openai/gpt-4.1-mini,30,10,1.0,0.0,1.0,0.0,1.0666666666666667,0.36514837167011066,1.0333333333333334,0.1825741858350553,1.0,0.0,1.0,0.0,1.0,0.0
exp3_cross_dataset,breast_cancer,rf,shap,hidden_label_primary,gpt-4.1-2025-04-14,18,6,2.388888888888889,1.0369008625190792,1.7222222222222223,0.46088859896247675,3.5555555555555554,1.3382263161373769,3.2777777777777777,1.227410260553666,1.9444444444444444,0.7253576985527025,1.6666666666666667,0.48507125007266594,1.8888888888888888,0.6763995415945232
exp3_cross_dataset,breast_cancer,rf,shap,hidden_label_primary,openai/gpt-4.1-2025-04-14,27,9,3.4444444444444446,0.9740215340114143,2.259259259259259,0.6558958989042621,4.518518518518518,0.7000203497245563,4.222222222222222,0.8473185457363234,2.5185185185185186,0.9352239703107884,2.111111111111111,0.6405126152203485,2.5185185185185186,0.8489980687832692
exp3_cross_dataset,breast_cancer,rf,shap,hidden_label_primary,openai/gpt-4.1-mini,27,9,1.0,0.0,1.0,0.0,1.0,0.0,2.259259259259259,1.4830476052474513,1.0,0.0,1.0,0.0,1.0,0.0
exp3_cross_dataset,breast_cancer,rf,shap,label_visible_bias_probe,gpt-4.1-2025-04-14,18,6,3.1666666666666665,0.7071067811865476,2.2222222222222223,0.4277926319464986,4.555555555555555,0.6156987634551992,3.6666666666666665,0.5940885257860046,2.7222222222222223,0.46088859896247675,2.111111111111111,0.4714045207910317,2.611111111111111,0.5016313257045502
exp3_cross_dataset,breast_cancer,rf,shap,label_visible_bias_probe,openai/gpt-4.1-2025-04-14,27,9,3.074074074074074,0.997146927138621,2.3333333333333335,0.6793662204867574,4.296296296296297,0.8234456132997965,3.4074074074074074,0.693888666488711,2.4074074074074074,0.693888666488711,2.074074074074074,0.5495400822454191,2.3333333333333335,0.6793662204867574
exp3_cross_dataset,breast_cancer,rf,shap,label_visible_bias_probe,openai/gpt-4.1-mini,27,9,1.7037037037037037,0.8688991627258914,2.074074074074074,1.1068293567986103,3.2962962962962963,1.1029615662044696,2.7777777777777777,1.2194996872404222,1.5185185185185186,0.7000203497245562,1.4074074074074074,0.5007117441325405,1.6666666666666667,0.7337993857053428
exp3_cross_dataset,breast_cancer,rf,shap,rubric_alt_sensitivity,gpt-4.1-2025-04-14,18,6,1.5555555555555556,0.7047921864945659,1.2222222222222223,0.4277926319464986,2.7222222222222223,1.6016739609309327,1.8333333333333333,0.985184366143778,1.3333333333333333,0.5940885257860046,1.0555555555555556,0.23570226039551584,1.3333333333333333,0.5940885257860046
exp3_cross_dataset,breast_cancer,rf,shap,rubric_alt_sensitivity,openai/gpt-4.1-2025-04-14,27,9,2.037037037037037,1.1259690350121836,1.6296296296296295,0.7415238026237254,3.3333333333333335,1.593255013631383,2.5925925925925926,1.4743775546952598,1.8518518518518519,0.9488334418036184,1.2592592592592593,0.44657608470472243,1.8518518518518519,0.9488334418036184
