case_id,avg_disagreement_std
exp4_99188a61b3de9ed4,0.31416602151912526
exp4_9be4c2983f0c443c,0.3115858595626552
exp4_68d9cafa69b7fec2,0.30518829690495186
exp4_ae4b94d300defe9b,0.2875909436160092
exp4_4919484756fd435e,0.28745798295559283
exp4_719c3e5dafe19965,0.28409298960124446
exp4_df5a815f94424dc9,0.28059792904228076
exp4_3debbe632feba167,0.26638921663645837
exp4_52ed2fe68041b4f8,0.26481825593353614
exp4_57fbcb6615a605ff,0.26272193954340645
exp4_7468633961295699,0.2527747222607299
exp4_e5e8a4d0292d4cca,0.2469261775572071
exp4_d372ea8e16367348,0.24692617755720708
exp4_49b4fcf4bf2d7761,0.23552385177439034
exp4_7ee17e1b81806239,0.2322754129412601
exp4_282b2b337bb41d87,0.22913926631050177
exp4_06e7340405176025,0.2280756852901955
exp4_f9cc6b6fb4f65a14,0.22447834323382465
exp4_3d27b1d2bd43df77,0.2239788597316324
exp4_a0a8f165d668d9bc,0.21077866970414913
exp4_a138a3019aad47d9,0.19188861577148497
exp4_443fa95e6bb9a53a,0.1862490652354017
exp4_cafe50d43e9b9266,0.1795826745870597
exp4_de91280a4d84e7ca,0.17958267458705968
exp4_861c15c7ecab8f3b,0.1792300380423066
exp4_679cae8cfc0b290c,0.15788255652751104
exp4_c1afbcd9580538a4,0.15543375708950768
exp4_dc5e0af1e6f9ee71,0.145910923101986
exp4_6ce495f3482aecc1,0.1423558308795915
exp4_214506591db1e703,0.13905161609274988
exp4_0bb8592dcc826334,0.13673214688356297
exp4_cc3c47f9ed102eb0,0.13468700594029479
exp4_ccbc751d89be60ef,0.13468700594029479
exp4_9ff8ec547d5d95aa,0.11913576983277992
exp4_af2a9f1c15262b41,0.11738301790981366
exp4_ae5f3b200cc3bef3,0.10997147984564301
exp4_de938d5223748d7d,0.1010152544552211
exp4_e564a6093e40672d,0.10101525445522107
exp4_7b78e47140c1369b,0.0977402523071244
exp4_0da6a71373977fce,0.09510518804428099
exp4_95751d1d732b6cfa,0.08211550067804027
exp4_57d1693f50447ebd,0.08102976985462815
exp4_89444d28efe2ceee,0.06515675398161226
exp4_70f1fb89c6075a2b,0.059238901707442504
exp4_4204b78d9c679eb0,0.05498573992282153
exp4_681f91e7c50b9380,0.05498573992282151
exp4_81c9024ae418939e,0.054985739922821505
exp4_445412523328930a,0.045821449935684606
exp4_ac6e5925b1641835,0.045821449935684586
exp4_1c49ba0b8d18e8b6,0.036657159948547687
exp4_07197d290136f3e3,0.027492869961410767
exp4_7828930153eaf25f,0.027492869961410767
exp4_6591a8e5ad6efec9,0.018328579974273843
exp4_afc105601fc7fdd6,0.018328579974273843
exp4_2fb8d841944fa76b,0.009164289987136922
exp4_a2878ddc3d3b22b3,0.009164289987136922
exp4_36ff2c1056b28459,0.009164289987136922
exp4_8ce491005c0b4780,0.009164289987136922
exp4_56bce20eb20c4e00,0.0
exp4_18fe52436b35526b,0.0
exp4_4c3d79ea2f396cd5,0.0
exp4_a0ab8ed6bc65f8c5,0.0
exp4_9fe396b73843aa9e,0.0
exp4_60f604202ab9cb5c,0.0
exp4_7c871a5926ed569e,0.0
exp4_d08e79080e9bdc99,0.0
exp4_cad1d6dbc8b4e027,0.0
exp4_d68ee28a2b213ee2,0.0
exp4_f787cc3703d999cf,0.0
